File_Name,Down_Chl_Avg,Up_Chl_Avg,Abs_Diff,Correction_Req,Correction_Factor,G_Avg_Chl,H_Avg_Chl,Sonde_Higher_Avg,Sonde_Lower_Avg
Insitu_Filter_SR_91018.csv,5.35805022156573,5.48998589562765,0.131935674061913,FALSE,,,,,
Insitu_Filter_SR_71818.csv,5.08086734693878,4.88396501457726,0.196902332361517,FALSE,,,,,
Insitu_Filter_SR_71718.csv,6.08022813688213,5.53072196620584,0.549506170676293,TRUE,0.274753085338146,6.03850746268657,5.53072196620584,G,H
Insitu_Filter_SR_11818.csv,6.58625678119349,4.43911111111111,2.14714567008238,TRUE,1.07357283504119,6.58625678119349,4.43911111111111,G,H
Insitu_Filter_SR_11718.csv,7.07197452229299,5.01725352112676,2.05472100116623,TRUE,1.02736050058312,7.07197452229299,5.01725352112676,G,H
Insitu_Filter_SD_101718.csv,5.554127284184,3.0287072243346,2.52542005984939,TRUE,1.2627100299247,5.554127284184,3.0287072243346,G,H
Insitu_Filter_NPSM_6919.csv,1.26294314381271,2.75190635451505,1.48896321070234,TRUE,0.744481605351171,2.75190635451505,1.26294314381271,G,H
Insitu_Filter_NPSM_6819.csv,2.72071984435798,3.12239532619279,0.401675481834818,TRUE,0.200837740917409,3.12239532619279,2.72071984435798,G,H
Insitu_Filter_NPSM_52219.csv,3.90774410774411,4.86799531066823,0.960251202924122,TRUE,0.480125601462061,3.90774410774411,4.86799531066823,H,G
Insitu_Filter_NPSM_51119.csv,2.51233140655106,3.41329479768786,0.900963391136802,TRUE,0.450481695568401,2.51233140655106,3.41329479768786,H,G
Insitu_Filter_NPSM_51019.csv,4.06579841449604,4.74276841171251,0.676969997216474,TRUE,0.338484998608237,4.06579841449604,4.74276841171251,H,G
Insitu_Filter_NPD_6919.csv,3.04196185286104,3.75840145322434,0.716439600363306,TRUE,0.358219800181653,3.75840145322434,3.04196185286104,G,H
Insitu_Filter_NPD_6819.csv,4.70442561205273,4.05758176412289,0.646843847929837,TRUE,0.323421923964919,4.70442561205273,4.05758176412289,G,H
Insitu_Filter_NPD_5919.csv,5.98288822947577,5.1538081107814,0.829080118694362,TRUE,0.414540059347181,5.1538081107814,5.98288822947577,H,G
Insitu_Filter_NPD_52219.csv,7.40232558139535,6.79388942774006,0.608436153655291,TRUE,0.304218076827645,6.79388942774006,7.40232558139535,H,G
Insitu_Filter_NPD_52119.csv,6.23855606758833,6.84026402640264,0.601707958814314,TRUE,0.300853979407157,6.23855606758833,6.84026402640264,H,G
Insitu_Filter_NPD_51119.csv,3.61129156999227,3.0683950617284,0.542896508263871,TRUE,0.271448254131935,3.0683950617284,3.61129156999227,H,G
Insitu_Filter_NPD_41719.csv,0.65630689206762,0.802874743326489,0.146567851258868,FALSE,,,,,
Insitu_Filter_NPD_102618.csv,3.0798098024872,4.3964347826087,1.3166249801215,TRUE,0.658312490060749,4.3964347826087,3.0798098024872,G,H
Insitu_Filter_NPD_102518.csv,4.28154761904762,2.69057750759878,1.59097011144884,TRUE,0.795485055724418,4.28154761904762,2.69057750759878,G,H
Insitu_Filter_MB_72818.csv,2.56085790884719,3.03946902654867,0.478611117701488,TRUE,0.239305558850744,3.03946902654867,2.56085790884719,G,H
Insitu_Filter_MB_72718.csv,3.35792563600783,3.45724070450098,0.099315068493151,FALSE,,,,,
Insitu_Filter_MB_6619.csv,1.66754675467547,2.77539325842697,1.1078465037515,TRUE,0.553923251875749,1.66754675467547,2.77539325842697,H,G
Insitu_Filter_MB_6519.csv,1.95845447589901,3.1329420970266,1.1744876211276,TRUE,0.587243810563799,1.95845447589901,3.1329420970266,H,G
Insitu_Filter_MB_6419.csv,2.93227899432279,2.10649878147847,0.825780212844317,TRUE,0.412890106422159,2.10649878147847,2.93227899432279,H,G
Insitu_Filter_MB_51919.csv,3.21705882352941,2.55707547169811,0.659983351831299,TRUE,0.329991675915649,2.55707547169811,3.21705882352941,H,G
Insitu_Filter_MB_51819.csv,3.16810126582278,3.76253101736973,0.594429751546942,TRUE,0.297214875773471,3.16810126582278,3.76253101736973,H,G
